Sentence #,Word,Tag
,.,
Sentence: 595,First,
,colonized,
,by,
,the,
,Spanish,B-gpe
,",",
,the,
,islands,
,came,
,under,
,British,B-gpe
,control,
,in,
,the,
,early,
,19th,B-tim
,century,I-tim
,.,
Sentence: 596,The,
,islands,
,',
,sugar,
,industry,
,was,
,hurt,
,by,
,the,
,emancipation,
,of,
,the,
,slaves,
,in,
,1834,B-tim
,.,
Sentence: 597,Manpower,
,was,
,replaced,
,with,
,the,
,importation,
,of,
,contract,
,laborers,
,from,
,India,B-ge
,between,
,1845,B-tim
,and,
,1917,B-tim
,",",
,which,
,boosted,
,sugar,
,production,
,as,
,well,
,as,
,the,
,cocoa,
,industry,
,.,
Sentence: 598,The,
,discovery,
,of,
,oil,
,on,
,Trinidad,B-ge
,in,
,1910,B-tim
,added,
,another,
,important,
,export,
,.,
Sentence: 599,Independence,
,was,
,attained,
,in,
,1962,B-tim
,.,
Sentence: 600,The,
,country,
,is,
,one,
,of,
,the,
,most,
,prosperous,
,in,
,the,
,Caribbean,B-ge
,thanks,
,largely,
,to,
,petroleum,
,and,
,natural,
,gas,
,production,
,and,
,processing,
,.,
Sentence: 601,Tourism,
,",",
,mostly,
,in,
,Tobago,B-ge
,",",
,is,
,targeted,
,for,
,expansion,
,and,
,is,
,growing,
,.,
Sentence: 602,The,
,government,
,is,
,coping,
,with,
,a,
,rise,
,in,
,violent,
,crime,
,.,
Sentence: 603,A,
,GOATHERD,
,",",
,driving,
,his,
,flock,
,from,
,their,
,pasture,
,at,
,eventide,
,",",
,found,
,some,
,Wild,
,Goats,
,mingled,
,among,
,them,
,",",
,and,
,shut,
,them,
,up,
,together,
,with,
,his,
,own,
,for,
,the,
,night,
,.,
Sentence: 604,The,
,next,
,day,
,it,
,snowed,
,very,
,hard,
,",",
,so,
,that,
,he,
,could,
,not,
,take,
,the,
,herd,
,to,
,their,
,usual,
,feeding,
,places,
,",",
,but,
,was,
,obliged,
,to,
,keep,
,them,
,in,
,the,
,fold,
,.,
Sentence: 605,He,
,gave,
,his,
,own,
,goats,
,just,
,sufficient,
,food,
,to,
,keep,
,them,
,alive,
,",",
,but,
,fed,
,the,
,strangers,
,more,
,abundantly,
,in,
,the,
,hope,
,of,
,enticing,
,them,
,to,
,stay,
,with,
,him,
,and,
,of,
,making,
,them,
,his,
,own,
,.,
Sentence: 606,When,
,the,
,thaw,
,set,
,in,
,",",
,he,
,led,
,them,
,all,
,out,
,to,
,feed,
,",",
,and,
,the,
,Wild,
,Goats,
,scampered,
,away,
,as,
,fast,
,as,
,they,
,could,
,to,
,the,
,mountains,
,.,
Sentence: 607,The,
,Goatherd,
,scolded,
,them,
,for,
,their,
,ingratitude,
,in,
,leaving,
,him,
,",",
,when,
,during,
,the,
,storm,
,he,
,had,
,taken,
,more,
,care,
,of,
,them,
,than,
,of,
,his,
,own,
,herd,
,.,
Sentence: 608,One,
,of,
,them,
,",",
,turning,
,about,
,",",
,said,
,to,
,him,
,:,
,"""",
,That,
,is,
,the,
,very,
,reason,
,why,
,we,
,are,
,so,
,cautious,
,,
,for,
,if,
,you,
,yesterday,
,treated,
,us,
,better,
,than,
,the,
,Goats,
,you,
,have,
,had,
,so,
,long,
,",",
,it,
,is,
,plain,
,also,
,that,
,if,
,others,
,came,
,after,
,us,
,",",
,you,
,would,
,in,
,the,
,same,
,manner,
,prefer,
,them,
,to,
,ourselves,
,.,
,"""",
Sentence: 609,Old,
,friends,
,can,
,not,
,with,
,impunity,
,be,
,sacrificed,
,for,
,new,
,ones,
,.,
Sentence: 610,A,
,KIND-HEARTED,
,Physician,
,sitting,
,at,
,the,
,bedside,
,of,
,a,
,patient,
,afflicted,
,with,
,an,
,incurable,
,and,
,painful,
,disease,
,",",
,heard,
,a,
,noise,
,behind,
,him,
,",",
,and,
,turning,
,saw,
,a,
,cat,
,laughing,
,at,
,the,
,feeble,
,efforts,
,of,
,a,
,wounded,
,mouse,
,to,
,drag,
,itself,
,out,
,of,
,the,
,room,
,.,
Sentence: 611,"""",
,You,
,cruel,
,beast,
,!,
,"""",
,cried,
,he,
,.,
Sentence: 612,"""",
,Why,
,do,
,n't,
,you,
,kill,
,it,
,at,
,once,
,",",
,like,
,a,
,lady,
,?,
,"""",
Sentence: 613,Rising,
,",",
,he,
,kicked,
,the,
,cat,
,out,
,of,
,the,
,door,
,",",
,and,
,picking,
,up,
,the,
,mouse,
,compassionately,
,put,
,it,
,out,
,of,
,its,
,misery,
,by,
,pulling,
,off,
,its,
,head,
,.,
Sentence: 614,Recalled,
,to,
,the,
,bedside,
,by,
,the,
,moans,
,of,
,his,
,patient,
,",",
,the,
,Kind-hearted,
,Physician,
,administered,
,a,
,stimulant,
,",",
,a,
,tonic,
,",",
,and,
,a,
,nutrient,
,",",
,and,
,went,
,away,
,.,
Sentence: 615,Kids,
,these,
,days,
,",",
,they,
,grow,
,up,
,too,
,quickly,
,and,
,know,
,entirely,
,too,
,much,
,too,
,soon,
,.,
Sentence: 616,I,
,mean,
,this,
,one,
,friend,
,of,
,mine,
,was,
,trying,
,to,
,get,
,his,
,boy,
,into,
,Nursery,
,Rhymes,
,.,
Sentence: 617,All,
,that,
,happened,
,was,
,that,
,the,
,boy,
,told,
,his,
,shrink,
,that,
,his,
,Father,
,had,
,a,
,lot,
,of,
,problems,
,",",
,including,
,a,
,fixation,
,that,
,a,
,cow,
,could,
,orbit,
,the,
,moon,
,.,
Sentence: 618,The,
,fate,
,of,
,seven,
,suspected,
,Somali,B-gpe
,pirates,
,who,
,were,
,captured,
,by,
,a,
,Spanish,B-gpe
,warship,
,is,
,uncertain,
,after,
,Spanish,B-gpe
,prosecutors,
,reversed,
,plans,
,to,
,bring,
,them,
,to,
,Spain,B-ge
,to,
,face,
,trial,
,.,
Sentence: 619,A,
,Spanish,B-gpe
,judge,
,",",
,Fernando,B-per
,Andreu,I-per
,",",
,ordered,
,the,
,Somali,B-gpe
,men,
,released,
,on,
,Friday,B-tim
,.,
Sentence: 620,However,
,",",
,he,
,refused,
,the,
,prosecution,
,'s,
,request,
,to,
,surrender,
,them,
,to,
,Kenyan,B-gpe
,authorities,
,",",
,saying,
,it,
,would,
,violate,
,the,
,law,
,",",
,since,
,proceedings,
,were,
,already,
,taking,
,place,
,in,
,Spain,B-ge
,.,
Sentence: 621,A,
,Spanish,B-gpe
,ship,
,seized,
,the,
,men,
,off,
,the,
,coast,
,of,
,Somalia,B-ge
,Wednesday,B-tim
,after,
,their,
,boat,
,capsized,
,during,
,their,
,alleged,
,attempt,
,to,
,hijack,
,a,
,Panamanian-flagged,
,vessel,
,.,
Sentence: 622,France,B-ge
,is,
,prosecuting,
,15,
,piracy,
,suspects,
,in,
,its,
,own,
,courts,
,",",
,though,
,it,
,has,
,transferred,
,others,
,to,
,Kenya,B-ge
,",",
,including,
,11,
,who,
,were,
,handed,
,over,
,on,
,Friday,B-tim
,.,
Sentence: 623,China,B-rg
,says,
,it,
,punished,
,more,
,than,
,1200,
,health,
,workers,
,last,
,year,
,for,
,such,
,corruption,
,as,
,taking,
,commissions,
,from,
,drug,
,companies,
,and,
,accepting,
,bribes,
,from,
,patients,
,.,
Sentence: 624,The,
,official,
,Xinhua,B-rg
,news,
,agency,
,says,
,investigators,
,from,
,China,B-rg
,'s,
,Health,B-rg
,Ministry,I-rg
,uncovered,
,more,
,than,
,200,
,cases,
,of,
,hospital,
,staff,
,members,
,buying,
,and,
,selling,
,medicine,
,for,
,personal,
,profit,
,.,
Sentence: 625,The,
,health,
,workers,
,are,
,said,
,to,
,have,
,received,
,$,
,1.3,
,million,
,illegally,
,.,
Sentence: 626,Authorities,
,also,
,found,
,that,
,some,
,doctors,
,took,
,bribes,
,for,
,surgeries,
,",",
,even,
,after,
,patients,
,paid,
,their,
,hospital,
,fees,
,.,
Sentence: 627,More,
,than,
,800,
,health,
,workers,
,were,
,punished,
,for,
,charging,
,illegal,
,fees,
,.,
Sentence: 628,China,B-rg
,'s,
,Health,B-per
,Minister,I-per
,Gao,I-per
,Qiang,I-per
,said,
,at,
,a,
,nationwide,
,health,
,meeting,
,Saturday,B-tim
,that,
,most,
,hospital,
,staff,
,members,
,are,
,doing,
,a,
,good,
,job,
,.,
Sentence: 629,But,
,he,
,says,
,those,
,who,
,become,
,corrupt,
,will,
,be,
,punished,
,without,
,mercy,
,.,
Sentence: 630,A,
,vault,
,built,
,to,
,safeguard,
,seed,
,samples,
,of,
,the,
,world,
,'s,
,important,
,food,
,crops,
,has,
,opened,
,in,
,the,
,remote,
,Norwegian,B-gpe
,archipelago,
,of,
,Svalbard,B-ge
,.,
Sentence: 631,Norway,B-gpe
,'s,
,Prime,
,Minister,
,Jens,B-per
,Stoltenberg,I-per
,and,
,Nobel-Prize,B-art
,winning,
,environmentalist,
,Wangari,B-per
,Maathai,I-per
,on,
,Tuesday,B-tim
,placed,
,the,
,first,
,seeds,
,inside,
,the,
,vault,
,",",
,built,
,in,
,caverns,
,130,
,meters,
,inside,
,a,
,frozen,
,mountain,
,.,
Sentence: 632,The,
,repository,
,is,
,designed,
,to,
,shield,
,plant,
,seeds,
,and,
,preserve,
,crop,
,diversity,
,in,
,the,
,event,
,of,
,disaster,
,such,
,as,
,climate,
,change,
,",",
,epidemic,
,or,
,nuclear,
,war,
,.,
Sentence: 633,The,
,vault,
,has,
,the,
,capacity,
,to,
,store,
,4.5,
,million,
,seed,
,samples,
,.,
Sentence: 634,The,
,Norwegian,B-gpe
,government,
,spent,
,$,
,9,B-tim
,million,
,to,
,build,
,the,
,vault,
,.,
Sentence: 635,Other,
,countries,
,can,
,deposit,
,seeds,
,without,
,charge,
,and,
,reserve,
,the,
,right,
,to,
,withdraw,
,them,
,upon,
,need,
,.,
Sentence: 636,More,
,than,
,two,
,dozen,
,Iraqi,B-gpe
,civilians,
,and,
,policemen,
,have,
,been,
,killed,
,in,
,a,
,wave,
,of,
,bombings,
,Wednesday,B-tim
,in,
,Baghdad,B-ge
,and,
,parts,
,of,
,central,
,and,
,northern,
,Iraq,B-ge
,meant,
,to,
,intimidate,
,voters,
,less,
,than,
,two,
,weeks,
,ahead,
,of,
,national,
,elections,
,.,
Sentence: 637,Five,
,bomb,
,attacks,
,were,
,carried,
,out,
,in,
,Baghdad,B-ge
,.,
Sentence: 638,Wanted,
,terrorist,
,Abu,B-rg
,Musab,I-rg
,al-Zarqawi,B-per
,'s,
,group,
,(,
,al-Qaida,B-rg
,in,
,Iraq,B-ge
,),
,claimed,
,responsibility,
,for,
,four,
,of,
,them,
,",",
,including,
,one,
,outside,
,the,
,Australian,B-gpe
,embassy,
,.,
Sentence: 639,The,
,U.S.,B-ge
,military,
,reported,
,at,
,least,
,26,
,people,
,were,
,killed,
,and,
,many,
,others,
,wounded,
,in,
,those,
,blasts,
,.,
Sentence: 640,North,B-ge
,of,
,the,
,capital,
,",",
,in,
,Kirkuk,B-ge
,",",
,police,
,say,
,a,
,human,
,rights,
,activist,
,and,
,a,
,relative,
,were,
,killed,
,",",
,while,
,in,
,Irbil,B-ge
,",",
,a,
,bomb,
,targeted,
,the,
,convoy,
,of,
,the,
,police,
,academy,
,chief,
,",",
,killing,
,a,
,bystander,
,.,
Sentence: 641,And,
,in,
,Dohuk,B-ge
,",",
,the,
,provincial,
,governor,
,escaped,
,injury,
,when,
,a,
,bomb,
,hit,
,his,
,convoy,
,.,
Sentence: 642,A,
,policeman,
,was,
,also,
,killed,
,in,
,a,
,car,
,bombing,
,south,
,of,
,Baghdad,B-ge
,",",
,near,
,Hilla,B-ge
,.,
Sentence: 643,An,
,Israeli,B-gpe
,airstrike,
,in,
,the,
,Gaza,B-ge
,Strip,I-ge
,has,
,killed,
,a,
,top,
,Islamic,B-ge
,Jihad,I-ge
,commander,
,and,
,at,
,least,
,six,
,other,
,people,
,",",
,a,
,day,
,after,
,an,
,Islamic,B-rg
,Jihad,I-rg
,suicide,
,bomber,
,killed,
,five,
,people,
,in,
,central,
,Israel,B-ge
,.,
Sentence: 644,The,
,Israeli,B-gpe
,military,
,confirmed,
,the,
,Thursday,B-tim
,evening,
,helicopter,
,strike,
,near,
,the,
,Jabaliya,B-ge
,refugee,
,camp,
,",",
,saying,
,it,
,targeted,
,an,
,Islamic,B-ge
,Jihad,I-ge
,militant,
,.,
Sentence: 645,Palestinians,B-gpe
,identified,
,him,
,as,
,Shahdi,B-ge
,Mohanna,I-ge
,",",
,the,
,Islamic,B-ge
,Jihad,I-ge
,commander,
,for,
,the,
,northern,
,Gaza,B-ge
,Strip,I-ge
,.,
Sentence: 646,They,
,said,
,three,
,other,
,Islamic,B-ge
,Jihad,I-ge
,activists,
,and,
,three,
,civilians,
,were,
,also,
,among,
,the,
,dead,
,",",
,and,
,at,
,least,
,15,
,people,
,were,
,wounded,
,.,
Sentence: 647,Earlier,
,Thursday,B-tim
,",",
,Israeli,B-gpe
,Prime,B-per
,Minister,I-per
,Ariel,I-per
,Sharon,I-per
,announced,
,an,
,offensive,
,he,
,said,
,would,
,not,
,stop,
,until,
,the,
,Palestinian,B-gpe
,Authority,
,moves,
,decisively,
,to,
,stop,
,militant,
,attacks,
,.,
Sentence: 648,He,
,also,
,said,
,he,
,will,
,not,
,hold,
,talks,
,with,
,Palestinian,B-gpe
,leader,
,Mahmoud,B-per
,Abbas,I-per
,until,
,the,
,attacks,
,stop,
,.,
Sentence: 649,A,
,draft,
,peace,
,proposal,
,under,
,consideration,
,by,
,the,
,Afghan,B-gpe
,government,
,could,
,offer,
,Taliban,B-rg
,leaders,
,exile,
,overseas,
,if,
,they,
,agree,
,to,
,stop,
,fighting,
,.,
Sentence: 650,The,
,draft,
,plan,
,",",
,seen,
,by,
,reporters,
,for,
,British,B-gpe
,news,
,organizations,
,Reuters,B-rg
,and,
,the,
,Guardian,B-rg
,newspaper,
,",",
,also,
,calls,
,for,
,"""",
,de-radicalization,
,"""",
,classes,
,for,
,insurgents,
,and,
,thousands,
,of,
,new,
,jobs,
,to,
,be,
,created,
,for,
,militants,
,who,
,renounce,
,violence,
,.,
Sentence: 651,The,
,proposal,
,comes,
,weeks,
,before,
,a,
,grand,
,council,
,of,
,Afghans,B-gpe
,",",
,known,
,as,
,a,
,jirga,
,",",
,meets,
,in,
,Kabul,B-ge
,on,
,May,B-tim
,29,I-tim
,to,
,discuss,
,how,
,to,
,make,
,peace,
,with,
,the,
,insurgents,
,.,
Sentence: 652,Possible,
,peace,
,talks,
,will,
,be,
,a,
,key,
,issue,
,discussed,
,when,
,Afghan,B-gpe
,President,B-per
,Hamid,I-per
,Karzai,I-per
,meets,
,with,
,U.S.,B-gpe
,President,
,Barack,B-per
,Obama,I-per
,in,
,Washington,B-ge
,this,
,week,
,.,
Sentence: 653,Russia,B-ge
,has,
,ordered,
,its,
,fleet,
,of,
,Su-24,B-art
,bombers,
,grounded,
,after,
,one,
,of,
,the,
,planes,
,crashed,
,during,
,a,
,training,
,mission,
,.,
Sentence: 654,Air,B-rg
,force,I-rg
,officials,
,said,
,Thursday,B-tim
,that,
,a,
,technical,
,problem,
,caused,
,the,
,early,
,morning,
,accident,
,in,
,the,
,Far,B-ge
,East,I-ge
,Khabarovsk,I-ge
,territory,
,.,
Sentence: 655,They,
,said,
,preliminary,
,investigation,
,indicates,
,that,
,a,
,technical,
,problem,
,rather,
,than,
,pilot,
,error,
,cause,
,the,
,crash,
,.,
Sentence: 656,Russian,B-gpe
,news,
,media,
,say,
,rescue,
,helicopters,
,found,
,the,
,wreckage,
,more,
,than,
,a,
,100,
,kilometers,
,away,
,from,
,the,
,airfield,
,.,
Sentence: 657,The,
,two,
,pilots,
,had,
,ejected,
,safely,
,before,
,the,
,crash,
,and,
,were,
,taken,
,to,
,a,
,military,
,hospital,
,for,
,a,
,medical,
,examination,
,.,
Sentence: 658,Reports,
,say,
,there,
,was,
,no,
,damage,
,on,
,the,
,ground,
,.,
Sentence: 659,The,
,bomber,
,flights,
,are,
,to,
,remain,
,suspended,
,until,
,investigators,
,establish,
,the,
,cause,
,of,
,the,
,crash,
,.,
Sentence: 660,Pro-Russian,
,demonstrators,
,in,
,Crimea,B-ge
,have,
,protested,
,against,
,the,
,arrival,
,of,
,a,
,U.S.,B-rg
,naval,
,frigate,
,in,
,Sevastopol,B-ge
,",",
,the,
,Ukrainian,B-gpe
,port,
,where,
,Russia,B-rg
,'s,
,Black,
,Sea,
,fleet,
,is,
,based,
,.,
Sentence: 661,News-agency,
,reports,
,from,
,Sevastopol,B-ge
,say,
,the,
,demonstrators,
,shouted,
,"""",
,NATO,B-rg
,out,
,"""",
,and,
,"""",
,Yankee,
,go,
,home,
,"""",
,during,
,their,
,protest,
,Wednesday,B-tim
,.,
Sentence: 662,Ukraine,B-ge
,'s,
,navy,
,says,
,the,
,U.S.,B-rg
,naval,
,vessel,
,is,
,on,
,a,
,friendly,
,visit,
,to,
,the,
,Black,B-rg
,Sea,I-rg
,and,
,is,
,not,
,taking,
,part,
,in,
,any,
,military,
,exercises,
,.,
Sentence: 663,Sevastopol,B-ge
,'s,
,naval,
,base,
,dates,
,back,
,to,
,Soviet,
,times,
,.,
Sentence: 664,Through,
,a,
,lease,
,agreement,
,with,
,Ukraine,B-rg
,",",
,Russia,B-rg
,will,
,operate,
,the,
,facility,
,until,
,2017,B-tim
,.,
Sentence: 665,Ukraine,B-ge
,'s,
,campaign,
,to,
,win,
,NATO,B-rg
,membership,
,has,
,been,
,strongly,
,opposed,
,by,
,Moscow,B-rg
,",",
,which,
,says,
,it,
,will,
,not,
,accept,
,any,
,further,
,expansion,
,of,
,the,
,western,
,alliance,
,on,
,Russia,B-ge
,'s,
,borders,
,.,
Sentence: 666,Egypt,B-gpe
,'s,
,largest,
,opposition,
,group,
,defied,
,authorities,
,and,
,held,
,anti-government,
,protests,
,in,
,Cairo,B-ge
,Sunday,B-tim
,.,
Sentence: 667,Several,
,thousand,
,riot,
,police,
,prevented,
,the,
,Muslim,B-rg
,Brotherhood,I-rg
,from,
,holding,
,a,
,rally,
,outside,
,the,
,Egyptian,B-gpe
,parliament,
,as,
,planned,
,.,
Sentence: 668,Instead,
,",",
,members,
,of,
,the,
,group,
,gathered,
,in,
,front,
,of,
,a,
,Cairo,B-ge
,mosque,
,",",
,shouting,
,demands,
,for,
,political,
,reforms,
,.,
Sentence: 669,Authorities,
,say,
,they,
,arrested,
,at,
,least,
,50,
,protesters,
,.,
Sentence: 670,Estimates,
,of,
,the,
,crowd,
,range,
,from,
,several,
,hundred,
,to,
,3000,
,.,
Sentence: 671,Smaller,
,protests,
,took,
,place,
,at,
,two,
,other,
,Cairo,B-ge
,locations,
,.,
Sentence: 672,Egyptian,B-gpe
,authorities,
,had,
,arrested,
,another,
,50,
,Brotherhood,B-rg
,members,
,before,
,the,
,protests,
,.,
Sentence: 673,The,
,Muslim,B-rg
,Brotherhood,I-rg
,calls,
,for,
,replacing,
,Egypt,B-rg
,'s,
,secular,
,government,
,with,
,an,
,Islamic,
,state,
,.,
Sentence: 674,The,
,group,
,was,
,formally,
,banned,
,in,
,1954,B-tim
,",",
,but,
,its,
,members,
,",",
,running,
,in,
,elections,
,as,
,independents,
,",",
,hold,
,enough,
,seats,
,to,
,make,
,the,
,Brotherhood,B-ge
,the,
,largest,
,opposition,
,group,
,in,
,Egypt,B-ge
,'s,
,parliament,
,.,
Sentence: 675,Russia,B-ge
,says,
,it,
,is,
,commissioning,
,its,
,first,
,unit,
,of,
,new,
,mobile,
,intercontinental,
,ballistic,
,missiles,
,.,
Sentence: 676,Monday,B-tim
,told,
,Russian,B-gpe
,television,
,the,
,new,
,version,
,of,
,the,
,Topol-M,B-art
,missile,
,is,
,capable,
,of,
,penetrating,
,multi-layered,
,missile,
,defense,
,systems,
,.,
Sentence: 677,Ivanov,B-per
,said,
,the,
,missiles,
,will,
,form,
,the,
,core,
,of,
,Russia,B-rg
,'s,
,strategic,
,missile,
,forces,
,.,
Sentence: 678,He,
,called,
,them,
,a,
,new,
,generation,
,of,
,the,
,stationary,
,Topol,B-art
,system,
,already,
,in,
,service,
,.,
Sentence: 679,Western,
,analysts,
,say,
,Topol,B-art
,missiles,
,were,
,first,
,deployed,
,in,
,Russian,B-gpe
,silos,
,in,
,the,
,late,
,1990s,B-tim
,.,
Sentence: 680,The,
,new,
,missiles,
,reportedly,
,can,
,carry,
,a,
,1200,
,kilogram,
,payload,
,and,
,have,
,an,
,estimated,
,range,
,of,
,about,
,10000,
,kilometers,
,.,
Sentence: 681,They,
,are,
,said,
,to,
,maneuver,
,in,
,ways,
,that,
,are,
,difficult,
,to,
,detect,
,.,
Sentence: 682,A,
,massive,
,blast,
,at,
,an,
,ammunition,
,shop,
,in,
,Afghanistan,B-ge
,'s,
,capital,
,leveled,
,shops,
,and,
,homes,
,",",
,killing,
,at,
,least,
,six,
,people,
,and,
,wounding,
,around,
,nine,
,others,
,.,
Sentence: 683,Bystanders,
,joined,
,rescuers,
,Wednesday,B-tim
,to,
,dig,
,through,
,the,
,rubble,
,of,
,collapsed,
,buildings,
,in,
,an,
,attempt,
,to,
,find,
,survivors,
,.,
Sentence: 684,Descriptions,
,of,
,the,
,scope,
,of,
,the,
,damage,
,vary,
,",",
,with,
,reports,
,saying,
,several,
,to,
,25,
,buildings,
,in,
,Kabul,B-ge
,were,
,destroyed,
,.,
Sentence: 685,Police,
,have,
,not,
,said,
,what,
,caused,
,the,
,blast,
,in,
,the,
,ammunition,
,store,
,.,
Sentence: 686,Also,
,Wednesday,B-tim
,",",
,a,
,suicide,
,bomber,
,in,
,eastern,B-ge
,Afghanistan,I-ge
,blew,
,himself,
,up,
,near,
,a,
,police,
,convoy,
,.,
Sentence: 687,Police,
,officers,
,in,
,Khost,B-ge
,said,
,at,
,least,
,four,
,civilians,
,were,
,killed,
,and,
,more,
,than,
,30,
,other,
,people,
,were,
,injured,
,",",
,among,
,them,
,Afghan,B-gpe
,policemen,
,.,
Sentence: 688,Members,
,of,
,a,
,violent,
,Central,
,American,B-gpe
,street,
,gang,
,have,
,been,
,sent,
,to,
,the,
,southwestern,
,U.S.,B-ge
,state,
,of,
,Arizona,B-ge
,to,
,attack,
,Minuteman,B-rg
,Project,I-rg
,volunteers,
,",",
,as,
,they,
,begin,
,a,
,month-long,
,campaign,
,to,
,help,
,patrol,
,the,
,southern,
,U.S.,B-ge
,border,
,with,
,Mexico,B-ge
,.,
Sentence: 689,James,B-per
,Gilchrist,I-per
,",",
,a,
,Minuteman,B-rg
,organizer,
,frustrated,
,by,
,the,
,U.S.,B-ge
,government,
,'s,
,failure,
,to,
,control,
,illegal,
,immigration,
,",",
,tells,
,the,
,Washington,B-rg
,Times,I-rg
,newspaper,
,that,
,leaders,
,of,
,Mara,B-ge
,Salvatrucha,I-ge
,or,
,MS-13,B-ge
,have,
,sent,
,gang,
,members,
,to,
,confront,
,his,
,group,
,in,
,Arizona,B-ge
,.,
Sentence: 690,More,
,than,
,1000,
,civilian,
,volunteers,
,are,
,expected,
,to,
,converge,
,on,
,the,
,city,
,of,
,Tombstone,B-tim
,Friday,I-tim
,to,
,begin,
,a,
,30-day,
,border,
,patrol,
,.,
Sentence: 691,Likewise,
,",",
,Hispanics,
,from,
,the,
,National,B-rg
,Alliance,I-rg
,for,I-rg
,Human,I-rg
,Rights,I-rg
,are,
,going,
,to,
,Tombstone,
,to,
,protest,
,the,
,Minuteman,B-rg
,Project,I-rg
,.,
Sentence: 692,Last,
,year,
,",",
,"5,00,000",
,illegal,
,aliens,
,were,
,caught,
,in,
,Arizona,B-ge
,.,
Sentence: 693,MS-13,B-ge
,runs,
,a,
,major,
,smuggling,
,operation,
,on,
,the,
,U.S.-Mexico,
,border,
,",",
,running,
,drugs,
,",",
,weapons,
,and,
,undocumented,
,aliens,
,from,
,Central,B-rg
,and,I-rg
,South,I-rg
,America,I-rg
,into,
,the,
,United,B-ge
,States,I-ge
,.,
Sentence: 694,The,
,World,B-rg
,Bank,I-rg
,has,
,approved,
,$,
,257,
,million,
,in,
,loans,
,for,
,business,
,development,
,in,
,Colombia,B-ge
,and,
,a,
,project,
,designed,
,to,
,improve,
,the,
,country,
,'s,
,environment,
,.,
Sentence: 695,In,
,a,
,statement,
,issued,
,Thursday,B-tim
,",",
,the,
,bank,
,says,
,its,
,board,
,of,
,directors,
,allocated,
,$,
,250,
,million,
,to,
,fund,
,a,
,business,
,productivity,
,and,
,efficiency,
,project,
,designed,
,to,
,create,
,businesses,
,",",
,improve,
,their,
,access,
,to,
,financing,
,",",
,and,
,increase,
,overall,
,productivity,
,in,
,Colombia,B-ge
,.,
Sentence: 696,The,
,Bank,B-rg
,allocated,
,another,
,$,
,7,
,million,
,to,
,Colombia,B-rg
,for,
,a,
,sustainable,
,development,
,project,
,",",
,aimed,
,at,
,reducing,
,air,
,and,
,water,
,pollution,
,",",
,improve,
,hygiene,
,and,
,urban,
,environmental,
,management,
,.,
Sentence: 697,The,
,bank,
,is,
,also,
,loaning,
,El,B-rg
,Salvador,I-rg
,$,
,27,B-tim
,million,
,to,
,support,
,a,
,poverty,
,reduction,
,program,
,known,
,as,
,Red,B-rg
,Solidaria,I-rg
,",",
,designed,
,to,
,help,
,the,
,poorest,
,Salvadorans,B-gpe
,by,
,improving,
,health,
,",",
,nutrition,
,and,
,education,
,in,
,the,
,country,
,.,
Sentence: 698,Italian,B-gpe
,opposition,
,politicians,
,are,
,demanding,
,Prime,B-per
,Minister,
,Silvio,B-per
,Berlusconi,I-per
,apologize,
,for,
,using,
,an,
,obscenity,
,to,
,refer,
,to,
,anyone,
,who,
,would,
,vote,
,against,
,him,
,in,
,Sunday,B-tim
,'s,
,election,
,.,
Sentence: 699,During,
,a,
,speech,
,to,
,a,
,group,
,of,
,shopkeepers,
,Tuesday,B-tim
,",",
,Mr.,B-per
,Berlusconi,I-per
,used,
,a,
,word,
,regarded,
,by,
,many,
,as,
,an,
,obscenity,
,and,
,by,
,others,
,as,
,an,
,insult,
,.,
Sentence: 700,He,
,said,
,using,
,such,
,language,
,was,
,rough,
,but,
,effective,
,.,
Sentence: 701,The,
,remark,
,came,
,a,
,day,
,after,
,Mr.,B-per
,Berlusconi,I-per
,traded,
,insults,
,in,
,a,
,political,
,debate,
,with,
,his,
,chief,
,political,
,rival,
,",",
,center-left,
,leader,
,Romano,B-per
,Prodi,I-per
,.,
Sentence: 702,Both,
,candidates,
,assailed,
,the,
,other,
,'s,
,fiscal,
,policies,
,",",
,with,
,Mr.,B-per
,Berlusconi,I-per
,calling,
,Prodi,B-per
,a,
,"""",
,useful,
,idiot,
,"""",
,and,
,Prodi,B-per
,saying,
,the,
,prime,
,minister,
,is,
,like,
,a,
,"""",
,drunkard,
,clinging,
,to,
,a,
,lamppost,
,.,
,"""",
Sentence: 703,Voters,
,go,
,to,
,the,
,polls,
,Sunday,B-tim
,and,
,Monday,B-tim
,to,
,choose,
,a,
,new,
,government,
,.,
Sentence: 704,Polls,
,show,
,many,
,of,
,the,
,voters,
,are,
,undecided,
,.,
Sentence: 705,Iraqi,B-gpe
,police,
,say,
,a,
,roadside,
,bombing,
,in,
,Baghdad,B-ge
,Saturday,B-tim
,killed,
,at,
,least,
,two,
,people,
,who,
,were,
,taking,
,part,
,in,
,a,
,Shi'ite,B-ge
,Muslim,I-ge
,religious,
,procession,
,.,
Sentence: 706,The,
,attack,
,",",
,in,
,the,
,New,B-rg
,Baghdad,I-rg
,district,
,",",
,also,
,wounded,
,eight,
,others,
,.,
Sentence: 707,Iraqi,B-gpe
,authorities,
,have,
,boosted,
,security,
,measures,
,as,
,hundreds,
,of,
,thousands,
,of,
,Shi'ite,B-rg
,pilgrims,
,flock,
,to,
,Iraq,B-ge
,'s,
,holy,
,shrine,
,city,
,of,
,Karbala,B-ge
,for,
,the,
,solemn,
,Ashura,B-eve
,holiday,
